X,Y,Z,ROTW,ROTX,ROTY,ROTZ
0.008644892,0.01572268,1.592038,0.03650516,-0.02462506,0.9990034,-0.007284862
-0.00788167,0.3548441,1.586485,0.04475775,-0.02468441,0.9986677,-0.00708116
-0.02352939,0.6742977,1.56778,0.05395744,-0.02679926,0.9972944,-0.04212195
-0.03449925,0.7963836,1.577034,0,0,0,0
-0.1921169,0.5371173,1.53086,-0.0750273,0.806372,-0.5786297,0.09655418
-0.2421313,0.2977189,1.49836,-0.09870702,0.9258423,-0.07133781,-0.3577482
-0.233125,0.05199268,1.411003,-0.1705799,0.9740782,-0.008261782,0.1483442
-0.2601827,0.04000611,1.384999,-0.4260838,0.8068433,-0.4078231,-0.03371501
0.1537671,0.5533593,1.570043,-0.005496452,0.7885085,0.6148543,-0.01334835
0.2555191,0.3677073,1.546872,-0.2424639,0.4780866,0.07314966,0.8410075
0.2965197,0.5086033,1.393692,0.7566967,-0.2691736,0.5094281,-0.3089316
0.3048798,0.5646411,1.368071,0.8149793,-0.1387806,0.5351689,-0.1736172
-0.07160264,0.01147038,1.546486,-0.1795813,0.7001337,-0.6668834,0.1811904
-0.1077096,-0.3373255,1.508383,-0.07461912,0.7266765,-0.0003089241,-0.6829152
-0.1006017,-0.6634344,1.57166,-0.06320501,-0.565626,0.07261059,0.8190239
-0.1297607,-0.7680664,1.507813,0,0,0,0
0.08841862,0.01918843,1.558149,-0.1317997,0.6764539,0.7089471,-0.149776
0.1387982,-0.3268341,1.537338,-0.07313406,0.6783376,0.0272432,0.7305938
0.1386203,-0.6633791,1.575525,0.03290134,0.5779848,0.04588698,0.8140919
0.1702881,-0.7514648,1.494141,0,0,0,0
-0.01972986,0.5969976,1.574532,0.05358525,-0.02570581,0.9979606,-0.02329078
-0.2614669,0.02975118,1.384632,0,0,0,0
-0.2538209,0.04361148,1.3442,0,0,0,0
0.3362207,0.6344303,1.335092,0,0,0,0
0.34474,0.5509156,1.365192,0,0,0,0
0.007653495,0.01574204,1.550748,0.02402616,-0.0226458,0.9987004,0.03882516
-0.008404446,0.3553091,1.576817,0.0380718,-0.02209744,0.9982636,0.03913987
-0.02357535,0.6744285,1.568036,0.05406492,-0.02617236,0.9974283,-0.03910115
-0.03451371,0.7967609,1.577527,0,0,0,0
-0.1921452,0.5371886,1.531069,-0.08450855,0.808327,-0.5769152,0.08145354
-0.2421114,0.2983235,1.498712,-0.1089197,0.8554528,-0.05454663,-0.5033503
-0.2612372,0.07543813,1.418784,-0.1676721,0.9821077,-0.05255396,0.06773995
-0.2612209,0.05323901,1.391637,-0.4266082,0.8998872,-0.03859959,0.0819668
0.1538004,0.5534643,1.570247,-0.01565952,0.7887173,0.6145544,0.001657223
0.2556343,0.367898,1.546504,-0.2442531,0.4668924,0.06882872,0.8471214
0.3049432,0.5045877,1.394195,0.7424124,-0.2514115,0.5229632,-0.3348517
0.3289374,0.5600696,1.365999,0.8115894,-0.08769019,0.5071738,-0.2764198
-0.07271515,0.01121468,1.506805,-0.2005982,0.7091635,-0.6596038,0.1475475
-0.1072404,-0.3369357,1.526039,-0.01394482,0.7252339,-0.0547392,-0.6861815
-0.100719,-0.6633378,1.572017,-0.04746359,-0.5602294,0.05226874,0.825323
-0.1297171,-0.767857,1.507952,0,0,0,0
0.08759645,0.01946931,1.514899,-0.1687995,0.6800376,0.7019677,-0.1276596
0.1365596,-0.3229479,1.551404,-0.01475258,0.6876596,0.08689458,0.7206635
0.1388004,-0.6623179,1.575813,0.01805519,0.5775825,0.03119461,0.8155363
0.1702869,-0.7514698,1.494141,0,0,0,0
-0.01985318,0.5971979,1.574307,0.05344579,-0.02388788,0.9982773,-0.003913912
-0.2605818,0.03151349,1.379951,0,0,0,0
-0.2541426,0.04940755,1.345935,0,0,0,0
0.3676837,0.6277533,1.327217,0,0,0,0
0.3774179,0.5514604,1.36845,0,0,0,0
0.009146573,0.01890657,1.54888,0.03189179,-0.02367876,0.9986345,0.03393313
-0.007661385,0.3575912,1.5714,0.04218526,-0.02332767,0.9982526,0.03417544
-0.02364519,0.6745754,1.567815,0.05421804,-0.02610488,0.9976915,-0.03147427
-0.03467228,0.7981403,1.577145,0,0,0,0
-0.1921279,0.5374072,1.530999,-0.08604853,0.8098053,-0.5757207,0.07318943
-0.236171,0.3160801,1.506537,-0.1021371,0.7925853,-0.04515649,-0.5994475
-0.2617215,0.09667844,1.416862,-0.1886204,0.9783758,-0.06523904,0.05428661
-0.2620589,0.06471065,1.400246,-0.2364503,0.9690387,-0.02137815,0.06780992
0.1541246,0.553587,1.570161,-0.01753248,0.7892277,0.6137651,0.01023807
0.2479123,0.341207,1.543272,-0.2100413,0.4367574,0.03915272,0.8738379
0.3164159,0.5040213,1.393495,0.75221,-0.1928181,0.5345022,-0.3336297
0.3487935,0.557413,1.365271,0.7968757,-0.05048353,0.5045514,-0.3284335
-0.07103981,0.01504767,1.503599,-0.2033259,0.7050007,-0.6616077,0.1546211
-0.09934209,-0.3483916,1.525854,-0.004121963,0.7308144,-0.04917923,-0.6807898
-0.09956406,-0.6904881,1.575953,-0.04102996,-0.5669652,0.05994621,0.8205324
-0.1296196,-0.766801,1.50692,0,0,0,0
0.08886534,0.02196085,1.514052,-0.1614527,0.6826682,0.7010539,-0.1281429
0.128786,-0.3319031,1.538617,-0.01730155,0.6824166,0.0634845,0.7279958
0.140067,-0.672452,1.574341,0.0176414,0.5914131,0.05183581,0.8045076
0.1700041,-0.7512517,1.494315,0,0,0,0
-0.01989318,0.5977523,1.572874,0.05346088,-0.02524039,0.9982411,0.004421694
-0.2607152,0.03148597,1.380659,0,0,0,0
-0.2541355,0.05182905,1.345912,0,0,0,0
0.3932249,0.6230518,1.336678,0,0,0,0
0.3950012,0.5353734,1.368312,0,0,0,0
0.01002469,0.02130074,1.547764,0.03267106,-0.0245499,0.9986371,0.03246236
-0.007295838,0.3587745,1.569174,0.04263399,-0.02422477,0.9982614,0.03270571
-0.02366297,0.6746509,1.567679,0.05426524,-0.02630726,0.9978098,-0.02718496
-0.03472446,0.7994791,1.576985,0,0,0,0
-0.192103,0.5376085,1.530928,-0.08603784,0.8104035,-0.5752961,0.06984329
-0.235281,0.3186872,1.507875,-0.1001827,0.7855141,-0.04484297,-0.6090321
-0.2617612,0.09806424,1.416832,-0.1900808,0.9779377,-0.06704708,0.05488031
-0.2621443,0.06240171,1.400081,-0.2169353,0.9736696,-0.01995325,0.06714452
0.1542299,0.553759,1.570092,-0.01764509,0.7894433,0.6134154,0.01376617
0.2477074,0.3398667,1.541631,-0.2101397,0.4238533,0.032431,0.8804192
0.3250144,0.5032436,1.392746,0.6657725,-0.1254935,0.6368607,-0.3679767
0.3589851,0.5562205,1.367766,0.7204413,0.02259869,0.6100587,-0.3290621
-0.0702628,0.01726072,1.502441,-0.2024737,0.7055162,-0.6611473,0.1553559
-0.09936842,-0.3484562,1.525857,-0.003633965,0.7314301,-0.05074364,-0.6800162
-0.0994002,-0.6922392,1.576383,-0.04134707,-0.5661922,0.06003876,0.8210434
-0.1295552,-0.7662473,1.507124,0,0,0,0
0.08976991,0.02432381,1.513143,-0.1594614,0.682723,0.7013902,-0.1285028
0.128806,-0.3318227,1.53862,-0.01547785,0.68182,0.06315801,0.728624
0.1404873,-0.6790872,1.574709,0.0172343,0.5927532,0.05156968,0.8035466
0.1696955,-0.7513207,1.494682,0,0,0,0
-0.01985919,0.5981025,1.572063,0.05349089,-0.0258585,0.9982058,0.007422758
-0.2610672,0.031534,1.382523,0,0,0,0
-0.2538322,0.0484957,1.344287,0,0,0,0
0.4019971,0.6227947,1.350511,0,0,0,0
0.4036807,0.5238482,1.352156,0,0,0,0
0.01044038,0.02300701,1.546797,0.03309076,-0.02512575,0.9986338,0.03169088
-0.00721423,0.3595946,1.56761,0.04286714,-0.02481424,0.9982619,0.03193537
-0.02372586,0.6747229,1.567538,0.05425052,-0.02613912,0.9979008,-0.02382429
-0.03478697,0.800151,1.57679,0,0,0,0
-0.192074,0.5377524,1.530858,-0.0857932,0.8109124,-0.5748877,0.06756272
-0.2348222,0.3201552,1.508613,-0.09907731,0.7816944,-0.04485143,-0.6141057
-0.2617539,0.09900199,1.416531,-0.1917929,0.9777789,-0.06721799,0.05143569
-0.2619438,0.06235509,1.399009,-0.22051,0.973086,-0.01706729,0.06471244
0.154333,0.5539988,1.569977,-0.01750399,0.7893894,0.6134319,0.0161043
0.2475308,0.3388274,1.53973,-0.2102673,0.4189425,0.02732224,0.882909
0.3276424,0.5023383,1.392945,0.6119878,-0.08710659,0.6892271,-0.3779542
0.3606459,0.5558212,1.367772,0.6658059,0.04472826,0.6720847,-0.3209422
-0.06990947,0.01879105,1.501468,-0.2019035,0.7061054,-0.6606126,0.1556954
-0.09936404,-0.3482538,1.52568,-0.003123454,0.7317771,-0.05163671,-0.6795779
-0.09940396,-0.6922161,1.576376,-0.04152652,-0.5671815,0.06016305,0.8203422
-0.1293725,-0.7659402,1.507014,0,0,0,0
0.09021823,0.02608065,1.512315,-0.158308,0.6825026,0.701862,-0.1285246
0.1288073,-0.3318084,1.538577,-0.01423593,0.6814824,0.06321786,0.7289599
0.1408568,-0.6813611,1.574619,0.01673368,0.5938981,0.05146866,0.8027179
0.1696201,-0.7513016,1.494814,0,0,0,0
-0.01993099,0.5983795,1.571394,0.05348042,-0.02613578,0.9981833,0.009326068
-0.2607581,0.03148531,1.380886,0,0,0,0
-0.2539102,0.0508201,1.344713,0,0,0,0
0.4076661,0.6191481,1.346801,0,0,0,0
0.3999401,0.5201448,1.34348,0,0,0,0
0.01078839,0.02391962,1.546255,0.0342005,-0.0253896,0.9986082,0.03110322
-0.007029567,0.3600635,1.566618,0.0435109,-0.02509847,0.9982459,0.03133862
-0.02372574,0.6747794,1.56742,0.0543589,-0.02639845,0.9979461,-0.02125663
-0.03476252,0.800833,1.576674,0,0,0,0
-0.1920357,0.5379457,1.530759,-0.0854172,0.8110756,-0.5748703,0.06621403
-0.2345234,0.3213226,1.509318,-0.09792741,0.779398,-0.04535116,-0.6171646
-0.261745,0.1000104,1.41698,-0.1918848,0.9775098,-0.06840211,0.05455158
-0.2618381,0.06232466,1.398441,-0.2259599,0.9715577,-0.01712672,0.06873435
0.1546393,0.5540159,1.569949,-0.01705079,0.7895525,0.6131896,0.01774063
0.2470559,0.3377602,1.539646,-0.2080956,0.4186402,0.02627694,0.8835984
0.3276636,0.5023541,1.392948,0.4572248,-0.006288812,0.8009456,-0.3865127
0.3541543,0.5580993,1.366797,0.4963063,0.07083391,0.8182279,-0.2813639
-0.06956606,0.01983206,1.500793,-0.2021877,0.7054663,-0.6610633,0.15631
-0.09938358,-0.348508,1.5258,-0.002594185,0.7325739,-0.05254208,-0.6786516
-0.09931225,-0.6922924,1.576681,-0.04179307,-0.5666837,0.06034275,0.8206593
-0.1294147,-0.7658213,1.507198,0,0,0,0
0.09054334,0.02681912,1.511971,-0.1570262,0.6832447,0.7014509,-0.1283979
0.1287399,-0.3319756,1.538596,-0.01353144,0.6806664,0.06304389,0.7297505
0.1408131,-0.6827615,1.574393,0.01647854,0.5944928,0.05101939,0.8023115
0.1692359,-0.7510877,1.494843,0,0,0,0
-0.01987818,0.5985804,1.57088,0.05361145,-0.02638459,0.9981596,0.01035403
-0.2608033,0.03149562,1.381126,0,0,0,0
-0.2538313,0.05058786,1.344294,0,0,0,0
0.4036475,0.6158891,1.340104,0,0,0,0
0.379837,0.5094225,1.331217,0,0,0,0
0.0109505,0.02424243,1.545884,0.03623031,-0.02548919,0.9985465,0.03069982
-0.006967776,0.3604295,1.565939,0.04460206,-0.02523087,0.9982076,0.03091247
-0.02378813,0.6751008,1.56734,0.05444205,-0.0265664,0.9979761,-0.01933729
-0.03461764,0.8012113,1.576506,0,0,0,0
-0.1919864,0.5380685,1.530686,-0.08509793,0.8115993,-0.5742826,0.06530286
-0.2341128,0.3223555,1.509873,-0.09700076,0.7758986,-0.04523917,-0.621712
-0.2617378,0.1014109,1.417253,-0.1920473,0.9768209,-0.07092538,0.06251711
-0.2616948,0.0622947,1.397677,-0.2292355,0.9701105,-0.01782654,0.0775823
0.1546673,0.553972,1.569926,-0.01670766,0.7902011,0.6123272,0.01893144
0.2468879,0.3374928,1.539744,-0.2073409,0.4231082,0.02735463,0.8816127
0.324475,0.5031822,1.392874,0.8522309,-0.2436616,0.3561077,-0.2958357
0.3362672,0.5588512,1.365968,0.8944886,-0.1654233,0.3769589,-0.174434
-0.06937504,0.02033107,1.500058,-0.2033798,0.7044692,-0.6614439,0.157644
-0.09940301,-0.348543,1.525772,-0.001970076,0.7339832,-0.05332079,-0.6770685
-0.09923989,-0.692987,1.576621,-0.04174991,-0.566045,0.06014945,0.8211164
-0.1292776,-0.7654088,1.507456,0,0,0,0
0.09066459,0.02700247,1.511862,-0.1557273,0.6839086,0.7011872,-0.1278851
0.1286456,-0.3319514,1.538666,-0.01326736,0.6791862,0.06296749,0.7311395
0.1407407,-0.6839038,1.574672,0.01655565,0.5941874,0.05111207,0.8025302
0.1691182,-0.7509413,1.495231,0,0,0,0
-0.01990267,0.59896,1.570506,0.05371694,-0.02652719,0.9981431,0.0110031
-0.2607075,0.03148194,1.380618,0,0,0,0
-0.2538033,0.05047837,1.344145,0,0,0,0
0.3779023,0.6127186,1.335956,0,0,0,0
0.3823598,0.5635699,1.373667,0,0,0,0
0.01110523,0.02453632,1.545715,0.03777587,-0.02558932,0.9984906,0.0305736
-0.006902613,0.3606189,1.565648,0.04544471,-0.02535371,0.998171,0.03076926
-0.02380739,0.675247,1.567369,0.05454247,-0.02670057,0.997986,-0.01833766
-0.03435636,0.8016375,1.576497,0,0,0,0
-0.191897,0.5382641,1.530643,-0.08514787,0.8116084,-0.5743007,0.06496347
-0.233825,0.323086,1.510418,-0.09612361,0.7733526,-0.04544703,-0.6249965
-0.2617296,0.1029715,1.418053,-0.1916312,0.9762759,-0.07309237,0.06942823
-0.261903,0.06233444,1.398792,-0.2185388,0.9720563,-0.02068448,0.08318292
0.1547181,0.553881,1.569933,-0.01667449,0.7905661,0.6118391,0.01950003
0.2468936,0.3372582,1.540099,-0.2060734,0.4453799,0.03321701,0.8706704
0.3096341,0.5040488,1.393587,0.4215856,-0.02487553,0.8268961,-0.3713351
0.3094923,0.5588072,1.365536,0.4269568,-0.1040588,0.8733361,-0.2101517
-0.06919583,0.02079986,1.499619,-0.2044244,0.7035944,-0.6618534,0.1584793
-0.099437,-0.3480949,1.525656,-0.00175738,0.7350504,-0.05382403,-0.6758704
-0.09927781,-0.6930323,1.576556,-0.04171092,-0.565827,0.06013786,0.8212694
-0.1293031,-0.7652913,1.507527,0,0,0,0
0.09081196,0.02719831,1.5119,-0.1547862,0.6844175,0.7010038,-0.1273089
0.1286852,-0.3322113,1.538872,-0.01308206,0.6780521,0.06293628,0.7321976
0.1407578,-0.6841986,1.57471,0.0164559,0.5944514,0.05089473,0.8023506
0.1689589,-0.7509443,1.495552,0,0,0,0
-0.01989388,0.5991101,1.570384,0.05382826,-0.02662861,0.9981304,0.01136695
-0.2611077,0.03153581,1.382737,0,0,0,0
-0.2537024,0.05080784,1.34615,0,0,0,0
0.3408355,0.6155089,1.335559,0,0,0,0
0.336259,0.5246761,1.318031,0,0,0,0
0.01116537,0.02468552,1.54548,0.03926837,-0.02555067,0.9984381,0.03043707
-0.006841152,0.3607459,1.565294,0.04623812,-0.02533755,0.9981397,0.03061471
-0.02378389,0.6753492,1.567369,0.05459226,-0.02679579,0.9979978,-0.017381
-0.03398167,0.8019403,1.576194,0,0,0,0
-0.1917363,0.5384188,1.530574,-0.08526301,0.8116571,-0.5742591,0.06457146
-0.2336912,0.3234929,1.510552,-0.09595557,0.7728048,-0.04575518,-0.625677
-0.2617014,0.1034929,1.418008,-0.1933914,0.9773199,-0.06969798,0.0508701
-0.2614473,0.06203375,1.397062,-0.2314265,0.9704568,-0.01314763,0.06695128
0.1547974,0.5538033,1.569875,-0.01675946,0.7908654,0.6114325,0.02003338
0.2469969,0.3372631,1.540039,-0.2045359,0.4829656,0.04221782,0.8503687
0.2882774,0.5079244,1.390649,0.2552249,-0.002718405,0.897218,-0.3603506
0.2800924,0.5628621,1.365157,0.2494821,-0.1212331,0.9419262,-0.1893045
-0.0691418,0.02104824,1.499103,-0.2053133,0.7029853,-0.6620051,0.1593968
-0.09945401,-0.3483106,1.525706,-0.001174543,0.7360774,-0.05434024,-0.6747117
-0.0994862,-0.6952932,1.576271,-0.04096018,-0.5656409,0.05956739,0.821477
-0.1293506,-0.76521,1.507443,0,0,0,0
0.09085371,0.02725919,1.511854,-0.1539722,0.6848763,0.700831,-0.1267798
0.1286905,-0.3321966,1.538904,-0.01306224,0.6769649,0.06295485,0.7332017
0.1407201,-0.6850446,1.574777,0.01650609,0.5946496,0.05077052,0.8022105
0.168715,-0.7507626,1.495881,0,0,0,0
-0.01984922,0.5992317,1.570238,0.05388983,-0.02663967,0.9981216,0.01180676
-0.2606583,0.03148701,1.380358,0,0,0,0
-0.2535464,0.05043057,1.345098,0,0,0,0
0.2938115,0.6187187,1.336998,0,0,0,0
0.3089283,0.548067,1.3013,0,0,0,0
0.01135464,0.0254145,1.545141,0.0406913,-0.02563966,0.9983782,0.03046006
-0.006719731,0.3610837,1.564919,0.04701599,-0.02544616,0.9981003,0.03062189
-0.02373893,0.6754687,1.567369,0.05468808,-0.0269779,0.9980048,-0.01636725
-0.03355248,0.8024724,1.576166,0,0,0,0
-0.1915762,0.538581,1.530508,-0.08534247,0.8117658,-0.5741428,0.06413145
-0.2335754,0.3238659,1.510665,-0.09581711,0.7724847,-0.04608849,-0.626069
-0.2616514,0.1039981,1.417967,-0.1924206,0.9760993,-0.07351732,0.06927971
-0.2612229,0.0616997,1.396532,-0.2318725,0.9688205,-0.0158827,0.08584788
0.1548602,0.5538791,1.569864,-0.01674326,0.7910225,0.6112084,0.02067476
0.2489312,0.3370131,1.540777,-0.2044985,0.5173374,0.0539439,0.8292361
0.2675982,0.5128851,1.391397,0.2796488,-0.06151702,0.8953456,-0.3411281
0.2508279,0.5660489,1.36777,0.2643521,-0.1924226,0.9322839,-0.1547199
-0.06883754,0.02218211,1.498587,-0.2065692,0.7013391,-0.6632569,0.1598213
-0.0994712,-0.3480606,1.52562,-0.0009551674,0.7370608,-0.05491637,-0.6735908
-0.0993378,-0.6960134,1.576785,-0.0415201,-0.5656207,0.05996309,0.821434
-0.1293566,-0.765209,1.507434,0,0,0,0
0.09093876,0.02759696,1.511728,-0.1529873,0.686563,0.6994522,-0.1264624
0.1284339,-0.3320542,1.538854,-0.01272954,0.6759206,0.0626624,0.7341953
0.1407403,-0.6848617,1.574499,0.01602379,0.5949842,0.05074528,0.8019738
0.1685789,-0.7506811,1.496022,0,0,0,0
-0.01977153,0.5994094,1.570083,0.05399603,-0.02672228,0.9981079,0.01228236
-0.2606338,0.03147869,1.380228,0,0,0,0
-0.2534631,0.05044206,1.345201,0,0,0,0
0.2515714,0.6200374,1.334712,0,0,0,0
0.2788247,0.5640766,1.299846,0,0,0,0
0.01158965,0.0264314,1.544966,0.04213835,-0.02553449,0.9983248,0.0303299
